"rank","profile","name","url","state","revenue","growth","industry","workers","founded","yrs_on_list","previous_workers","metro","city"
979,"https://www.inc.com/profile/lba-ware","LBA Ware","lbaware.com","GA",3.3,101.548,"Software",28,2008,1,15,NA,"Macon"
980,"https://www.inc.com/profile/college-hunks-hauling-junk-and-moving-atlanta-ga","R Panitch Enterprises","https://www.collegehunkshaulingjunk.com/atlanta","GA",3.5,101.3948,"Logistics & Transportation",62,2009,3,31,"Atlanta","Norcross"
981,"https://www.inc.com/profile/three-day-rule","Three Day Rule","http://threedayrule.com","CA",4.6,101.3773,"Consumer Products & Services",50,2013,1,25,"Los Angeles","Santa Monica"
982,"https://www.inc.com/profile/workhorse-marketing","Workhorse Marketing","workhorsemkt.com","TX",3.4,101.2561,"Advertising & Marketing",24,2003,3,16,"Austin","Austin"
983,"https://www.inc.com/profile/revio","Rev.io","rev.io","GA",8.2,101.2261,"Software",50,2002,6,23,"Atlanta","Atlanta"
984,"https://www.inc.com/profile/profit-advisory-group","Profit Advisory Group","profitadvisorygroup.com","NC",2.3,101.1995,"Telecommunications",11,2005,2,6,"Charlotte","Matthews"
985,"https://www.inc.com/profile/very","Very","verypossible.com","TN",6,101.014,"Business Products & Services",32,2011,3,24,NA,"Hixson"
986,"https://www.inc.com/profile/webmechanix","WebMechanix","webmechanix.com","MD",5,100.9632,"Advertising & Marketing",45,2009,5,23,"Baltimore","Columbia"
987,"https://www.inc.com/profile/thinkshout","ThinkShout","thinkshout.com","OR",5.5,100.8423,"IT System Development",36,1997,5,20,NA,"Portland"
988,"https://www.inc.com/profile/sportique","Sportique","sportique.com","CA",6.2,100.5959,"Retail",10,2009,4,5,"San Francisco","San Francisco"
989,"https://www.inc.com/profile/db-services","DB Services","dbservices.com","IN",4.4,100.5645,"Software",26,2003,1,11,"Indianapolis, IN","Indianapolis"
990,"https://www.inc.com/profile/wonita-international","Wonita International","danzia.com","CA",4.9,100.5579,"Consumer Products & Services",25,2011,1,8,"San Jose","SAN JOSE"
991,"https://www.inc.com/profile/jakt","Jakt","byjakt.com","NY",3.9,100.4776,"IT System Development",27,2012,1,13,"New York City","New York"
992,"https://www.inc.com/profile/relationship-one","Relationship One","relationshipone.com","MN",7.7,100.4767,"Advertising & Marketing",46,2009,3,25,"Minneapolis","Minneapolis"
993,"https://www.inc.com/profile/koch","Koch","kochinc.com","CA",7.1,100.421,"Government Services",15,2001,1,10,NA,"PENN VALLEY"
994,"https://www.inc.com/profile/prepnow","PrepNow","prepnow.com","MA",4.5,100.3036,"Education",20,2011,4,18,"Boston","Boston"
995,"https://www.inc.com/profile/orange-aluminum","Orange Aluminum","http://orangealuminum.com","CA",4.1,100.1905,"Construction",11,2007,4,5,"Los Angeles","Laguna Niguel"
996,"https://www.inc.com/profile/919-marketing","919 Marketing","919marketing.com","NC",5.5,100.1349,"Advertising & Marketing",22,1996,3,15,"Durham, NC","Holly Springs"
997,"https://www.inc.com/profile/gn-insurance","G&N Insurance","insurewithgn.com","MA",3.8,99.9018,"Insurance",32,2010,3,25,NA,"Southborough"
998,"https://www.inc.com/profile/walton-contractors","Walton Contractors","walton-contractors.com","IL",4,99.8828,"Construction",18,2012,3,5,"Chicago","Berwyn"
999,"https://www.inc.com/profile/eagle-business-credit","Eagle Business Credit","eaglebusinesscredit.com","GA",3.6,99.787,"Financial Services",12,2013,2,6,"Atlanta","Woodstock"
1000,"https://www.inc.com/profile/firstlight-homecare-franchising","FirstLight HomeCare Franchising","firstlighthomecare.com","OH",7.7,99.7819,"Health",32,2009,5,11,"Cincinnati","Cincinnnati"
1001,"https://www.inc.com/profile/stryker-construction","Stryker Construction","strykerconstruction.net","MO",6.2,99.754,"Construction",13,2011,3,9,"St. Louis, MO-IL","St. Louis"
1002,"https://www.inc.com/profile/the-quintin-group-@-keller-williams","The Quintin Group @ Keller Williams","thequintingroup.com","NJ",2.1,99.6995,"Real Estate",20,1992,1,5,NA,"Ocean City"
1003,"https://www.inc.com/profile/zensa","Zensa","zensa.co","WA",2.3,99.6462,"IT Management",50,2014,1,4,"Seattle","Redmond"
1004,"https://www.inc.com/profile/elite-auctions","Elite Auctions","eliteauctions.com","FL",3,99.5391,"Real Estate",31,2014,1,2,NA,"Naples"
1005,"https://www.inc.com/profile/rugo-machine-shop-services","Rugo Machine Shop Services","rugomachineshop.com","AZ",4.6,99.5071,"Manufacturing",30,2006,2,15,"Phoenix","Phoenix"
1006,"https://www.inc.com/profile/ctc-events-and-productions","CTC Events and Productions","ctc-events.com","VA",4.7,99.3015,"Travel & Hospitality",5,2008,1,2,"Washington, DC","Fairfax"
1007,"https://www.inc.com/profile/ice-now","Ice Now","icenow.com","AZ",4.3,99.2513,"Manufacturing",28,2009,3,15,"Phoenix","Phoenix"
1008,"https://www.inc.com/profile/new-law-business-model","New Law Business Model","newlawbusinessmodel.com","CA",3,99.2325,"Education",7,2011,2,1,"Los Angeles","Renson"
1009,"https://www.inc.com/profile/49er-communications","49er Communications","49ercommunications.com","CA",5.2,99.2274,"Telecommunications",4,1997,7,6,NA,"Nevada City"
1010,"https://www.inc.com/profile/cache-private-capital","Cache Private Capital","cacheprivatecapital.com","UT",9.6,99.1999,"Financial Services",8,2008,3,7,"Provo-Orem, UT","Lehi"
1011,"https://www.inc.com/profile/momentum-factor","Momentum Factor","momofactor.com","TX",3.9,99.0192,"Software",9,2010,3,18,"Austin","Austin"
1012,"https://www.inc.com/profile/hoyos-consulting","Hoyos Consulting","hoyosconsulting.com","WI",2.5,99.0108,"Telecommunications",7,2010,1,3,"Madison, WI","McFarland"
1013,"https://www.inc.com/profile/charles-it","Charles IT","charlesit.com","CT",5.5,99.0072,"IT Management",22,2006,5,14,NA,"Middletown"
1014,"https://www.inc.com/profile/start-to-end-networks","Start to End Networks","starttoendnetworks.com","VA",3.4,98.9719,"IT Management",16,2009,1,8,"Washington, DC","Vienna"
1015,"https://www.inc.com/profile/health-rehab-solutions","Health & Rehab Solutions","http://healthrehabsolutions.com","MT",3,98.9684,"Health",28,2012,3,19,NA,"Kalispell"
1016,"https://www.inc.com/profile/boss-logistics","Boss Logistics","bosslgx.com","KY",7.3,98.8206,"Logistics & Transportation",14,2013,2,2,"Cincinnati","Newport"
1017,"https://www.inc.com/profile/karins-and-associates","Karins and Associates","karinsengineering.com","DE",7.3,98.8003,"Engineering",52,1973,3,29,"Philadelphia","Newark"
1018,"https://www.inc.com/profile/nonprofit-hr-solutions","Nonprofit HR Solutions","nonprofithr.com","DC",7.8,98.7175,"Human Resources",38,2000,1,25,"Washington, DC","Washington"
1019,"https://www.inc.com/profile/jcal-holdings","JCAL Holdings","https://www.collegehunkshaulingjunk.com/palm-beach-county","FL",2.3,98.5748,"Consumer Products & Services",48,2010,10,21,"Miami","Delray Beach"
1020,"https://www.inc.com/profile/tellerex","Tellerex","tellerex.com","GA",6.1,98.3668,"Business Products & Services",10,2013,1,5,"Atlanta","Marietta"
1021,"https://www.inc.com/profile/greenwich-medical-spa","Greenwich Medical Spa","greenwichmedicalspa.com","CT",8.3,98.3643,"Consumer Products & Services",23,2004,1,10,"Bridgeport-Stamford-Norwalk, CT","Riverside"
1022,"https://www.inc.com/profile/solution-source","Solution Source","mysolutionsource.com","FL",6.5,98.2755,"Construction",48,2010,5,43,"Tampa","Plant City"
1023,"https://www.inc.com/profile/the-branding-agency-powered-by-proforma","The Branding Agency Powered by Proforma","branding-proforma.com","VA",6.1,98.2166,"Business Products & Services",17,2014,2,11,"Richmond, VA","Richmond"
1024,"https://www.inc.com/profile/kyber-security","Kyber Security","kybersecure.com","CT",5.8,98.1623,"IT Management",25,2015,2,7,"Bridgeport-Stamford-Norwalk, CT","Fairfield"
1025,"https://www.inc.com/profile/bases-loaded","Bases Loaded","ebasesloaded.com","CA",9.7,98.1328,"Retail",25,1997,5,15,"Sacramento, CA","Rancho Cordova"
1026,"https://www.inc.com/profile/occu-tec","Occu-Tec","http://occutec.com","MO",4.6,98.1141,"Environmental Services",23,1983,1,18,"Kansas City, MO-KS","North Kansas City"
1027,"https://www.inc.com/profile/entara","Entara","entaracorp.com","IL",7.8,98.0941,"IT Management",50,2001,1,38,"Chicago","Chicago"
1028,"https://www.inc.com/profile/allworld-project-management","Allworld Project Management","allworldpm.com","TN",5.1,97.9323,"Engineering",47,2010,1,13,NA,"Memphis"
1029,"https://www.inc.com/profile/js-goray","J.S. Goray","jsgoray.com","IL",2.3,97.8596,"Construction",15,1993,1,8,"Chicago","Wauconda"
1030,"https://www.inc.com/profile/occams-advisory","Occams Advisory","occamsadvisory.com","MD",5.1,97.7724,"Business Products & Services",8,2012,4,4,"New York City","Baltimore"
1031,"https://www.inc.com/profile/swag-promo","Swag Promo","orderswag.net","GA",5.1,97.7261,"Advertising & Marketing",12,2012,1,6,"Atlanta","Atlanta"
1032,"https://www.inc.com/profile/launch-leads","Launch Leads","launchleads.com","UT",3.2,97.6783,"Business Products & Services",52,2009,3,23,"Salt Lake City","Salt Lake City"
1033,"https://www.inc.com/profile/skysis","Skysis","skysis.com","AZ",7.3,97.671,"Health",20,2011,4,13,"Phoenix","Scottsdale"
1034,"https://www.inc.com/profile/tamarack-consulting","Tamarack Consulting","tamarackconsulting.com","MN",4.5,97.5393,"Software",27,2001,4,16,"Minneapolis","Minneapolis"
1035,"https://www.inc.com/profile/trabus-technologies","Trabus Technologies","trabus.com","CA",5.5,97.4903,"Government Services",38,2010,5,19,"San Diego","San Diego"
1036,"https://www.inc.com/profile/thorburn-associates","Thorburn Associates","ta-inc.com","NC",3,97.4559,"Engineering",21,1992,2,10,"San Francisco","MORRISVILLE"
1037,"https://www.inc.com/profile/503-motoring","503 Motoring","503motoring.com","OR",2.3,97.4446,"Retail",12,2001,1,6,NA,"Beaverton"
1038,"https://www.inc.com/profile/amr-care-group","AMR Care Group","amrcaregroup.com","NY",2.2,97.41,"Health",68,2003,1,25,"New York City","Jericho"
1039,"https://www.inc.com/profile/topright","TopRight","toprightpartners.com","GA",3.1,97.3927,"Advertising & Marketing",25,2007,1,6,"Atlanta","Atlanta"
1040,"https://www.inc.com/profile/graybox","GRAYBOX","grayboxpdx.com","OR",5.9,97.1844,"Advertising & Marketing",34,2009,4,20,NA,"Portland"
1041,"https://www.inc.com/profile/applied-design","Applied Design","helloapplied.com","NY",2.5,97.1008,"Advertising & Marketing",9,2013,1,5,"New York City","New York"
1042,"https://www.inc.com/profile/sweb-development","Sweb Development","swebdevelopment.com","TX",2.2,97.0282,"Advertising & Marketing",17,2008,2,13,"San Antonio, TX","San Antonio"
1043,"https://www.inc.com/profile/fidelity-partnersmedical-staffing","Fidelity PartnersMedical Staffing","fidelitypartners.org","TX",4,97.0187,"Government Services",43,2002,1,21,"San Antonio, TX","San Antonio"
1044,"https://www.inc.com/profile/group-benefit-services","Group Benefit Services","gbs-tpa.com","MO",3.9,96.7915,"Insurance",32,1992,7,25,"Springfield, MO","Springfield"
1045,"https://www.inc.com/profile/ishir","Ishir","http://ishir.com","TX",2.5,96.7682,"IT System Development",48,1999,2,35,"Dallas","Plano"
1046,"https://www.inc.com/profile/guardian-services","Guardian Services","guardiandallas.com","TX",3.3,96.7642,"Business Products & Services",48,1945,3,18,"Dallas","Dallas"
1047,"https://www.inc.com/profile/fnb-merchants","FNB Merchants","fnbmerchants.com","TN",9.4,96.7627,"Financial Services",10,2005,2,14,"Nashville","Nashville"
1048,"https://www.inc.com/profile/jakes-heating-and-air-conditioning","Jake's Heating and Air Conditioning","http://jakeskeepsyoucool.com","IN",3,96.5523,"Construction",24,2007,1,13,NA,"Knightstown"
1049,"https://www.inc.com/profile/united-fray","United Fray","dcfray.com","DC",4.3,96.452,"Consumer Products & Services",17,2010,4,7,"Washington, DC","Washington"
1050,"https://www.inc.com/profile/devine-consulting","DeVine Consulting","devineco.com","CA",7.1,96.4142,"IT System Development",55,1999,2,32,"San Francisco","Fremont"
1051,"https://www.inc.com/profile/operative-iq-ems-technology-solutions","Operative IQ / EMS Technology Solutions","operativeiq.com","GA",4.4,96.3978,"Software",15,2007,1,12,"Atlanta","Austell"
1052,"https://www.inc.com/profile/kwikboost","KwikBoost","kwikboost.com","TX",6.4,96.3046,"Manufacturing",25,2010,2,17,"Dallas","Dallas"
1053,"https://www.inc.com/profile/orion-entrance-control","Orion Entrance Control","orioneci.com","NH",9,96.2823,"Manufacturing",38,2009,1,18,NA,"Laconia"
1054,"https://www.inc.com/profile/a-a-plumbing","A & A Plumbing","aaplumbingsa.com","TX",2.1,96.237,"Construction",17,2007,1,6,"San Antonio, TX","San Antonio"
1055,"https://www.inc.com/profile/cgs-business-solutions","CGS Business Solutions","cgs-it.net","CA",2.1,95.9057,"IT Management",11,2009,2,5,"Los Angeles","San Juan Capistrano"
1056,"https://www.inc.com/profile/machinelogic","MachineLogic","http://machinelogic.com","CO",4.3,95.7867,"IT Management",26,2001,4,13,"Denver","Englewood"
1057,"https://www.inc.com/profile/iuvo-technologies","Iuvo Technologies","http://iuvotech.com","MA",5.7,95.7374,"IT Management",22,2007,5,15,"Boston","Westford"
1058,"https://www.inc.com/profile/southwest-industrial-electric","Southwest Industrial Electric","southwestelectric.com","CA",3.8,95.7211,"Construction",30,1988,2,11,"Los Angeles","Los Angeles"
1059,"https://www.inc.com/profile/firesprint","FireSprint","firesprint.com","NE",3,95.6874,"Consumer Products & Services",19,2007,1,10,"Omaha-Council Bluffs, NE-IA","Omaha"
1060,"https://www.inc.com/profile/paragon-architecture","Paragon Architecture","paragonarchitecture.com","MO",3.9,95.5896,"Business Products & Services",17,2010,3,9,"Springfield, MO","Springfield"
1061,"https://www.inc.com/profile/client-savvy","Client Savvy","clientsavvy.com","NC",2,95.4258,"Business Products & Services",11,2004,1,8,"Raleigh, NC","Raleigh"
1062,"https://www.inc.com/profile/tsi","TSI","tsiva.com","VA",4,95.1754,"IT Management",37,2010,5,13,"Washington, DC","Dumfries"
1063,"https://www.inc.com/profile/apex-flooring","Apex Flooring","apexflooring.net","WA",8.3,95.1556,"Construction",35,2008,1,15,"Seattle","kent"
1064,"https://www.inc.com/profile/hr-collaborative","HR Collaborative","hrcollaborative.net","MI",2.2,95.1412,"Human Resources",25,2013,1,12,NA,"Grand Rapids"
1065,"https://www.inc.com/profile/general-materials","General Materials","generalmat.com","GA",6.3,95.0211,"Business Products & Services",7,2010,4,4,"Atlanta","Norcross"
1066,"https://www.inc.com/profile/alta-vista-technology","Alta Vista Technology","altavistatech.com","MI",4.2,94.6759,"Software",20,2014,2,7,"Detroit","Royal Oak"
1067,"https://www.inc.com/profile/tempaper","Tempaper","tempaper.com","NJ",8.3,94.5938,"Consumer Products & Services",13,2008,1,8,"New York City","Brick"
1068,"https://www.inc.com/profile/corner-alliance","Corner Alliance","corneralliance.com","DC",7.8,94.5043,"Government Services",34,2007,7,30,"Washington, DC","Washington"
1069,"https://www.inc.com/profile/qnary","Qnary","qnary.com","NY",3,94.4018,"Advertising & Marketing",25,2012,2,12,"New York City","New York"
1070,"https://www.inc.com/profile/youdecide","YouDecide","youdecide.com","GA",7.4,94.3539,"Insurance",25,1997,1,23,"Atlanta","Duluth"
1071,"https://www.inc.com/profile/mainstream-electric-heating-cooling-plumbing","Mainstream Electric, Heating, Cooling & Plumbing","http://866411zapp.com","ID",5.7,94.3145,"Construction",35,2000,2,18,NA,"Post Falls"
1072,"https://www.inc.com/profile/effective-spend","Effective Spend","effectivespend.com","TX",3.4,94.2133,"Advertising & Marketing",36,2008,1,17,"Austin","Austin"
1073,"https://www.inc.com/profile/sherlock-services","Sherlock Services","sherlockservices.com","OH",5.2,94.0081,"IT Management",25,1991,1,20,NA,"Barberton"
1074,"https://www.inc.com/profile/atria-consulting","Atria Consulting","http://atriaconsulting.com","NJ",3.2,93.8711,"Human Resources",29,2006,1,6,NA,"Hamilton"
1075,"https://www.inc.com/profile/trademark-hardware","Trademark Hardware","tmhardware.com","NY",2.5,93.7544,"Consumer Products & Services",13,2012,1,3,"New York City","Suffern"
1076,"https://www.inc.com/profile/kavayah-solutions","Kavayah Solutions","http://kavayahsolutions.com","NJ",2.4,93.6473,"IT System Development",12,2006,1,5,NA,"Princeton"
1077,"https://www.inc.com/profile/90octane","90octane","90octane.com","CO",8.2,93.34,"Advertising & Marketing",66,2000,6,34,NA,"Denver"
1078,"https://www.inc.com/profile/krilogy","Krilogy","krilogy.com","MO",8.5,93.3076,"Financial Services",46,2009,6,28,"St. Louis, MO-IL","St. Louis"
1079,"https://www.inc.com/profile/4ever-young-anti-aging-solutions","4Ever Young Anti Aging Solutions","http://4everyoungantiaging.com","FL",4.1,93.1659,"Health",17,2014,1,6,"Miami","Boca Raton"
1080,"https://www.inc.com/profile/37th-parallel-properties","37th Parallel Properties","37parallel.com","VA",4.8,92.8465,"Real Estate",12,2008,4,6,"Richmond, VA","Richmond"
1081,"https://www.inc.com/profile/supply-chain-wizard","Supply Chain Wizard","http://supplychainwizard.com","NJ",4.3,92.5188,"Business Products & Services",51,2014,2,11,"New York City","Princeton"
